APN,SitusAddress
1-169-8,51 8TH ST OAKLAND 94607
1-129-20,418 JEFFERSON ST OAKLAND 94607
10-817-3,581 VERNON ST OAKLAND 94610
10-816-7,619 MARIPOSA AVE OAKLAND 94610
10-807-34,3070 RICHMOND BLVD OAKLAND 94611
10-806-23,3054 RICHMOND BLVD OAKLAND 94611
10-801-6,2801 HARRISON ST OAKLAND 94611
10-786-16,339 PALM AVE OAKLAND 94610
10-782-16,360 VAN BUREN AVE OAKLAND 94610
10-771-32,260 PARK VIEW TER OAKLAND 94610
10-765-8,492 STATEN AVE OAKLAND 94610
10-765-9,492 STATEN AVE OAKLAND 94610
10-765-10,492 STATEN AVE OAKLAND 94610
10-765-11,492 STATEN AVE OAKLAND 94610
10-765-12,492 STATEN AVE OAKLAND 94610
10-765-13,492 STATEN AVE OAKLAND 94610
10-765-38,492 STATEN AVE OAKLAND 94610
10-765-39,492 STATEN AVE OAKLAND 94610
10-765-40,492 STATEN AVE OAKLAND 94610
10-765-41,492 STATEN AVE OAKLAND 94610
10-765-42,492 STATEN AVE OAKLAND 94610
10-765-43,492 STATEN AVE OAKLAND 94610
10-765-32,492 STATEN AVE OAKLAND 94610
10-765-33,492 STATEN AVE  1002 OAKLAND 94610
10-765-34,492 STATEN AVE OAKLAND 94610
10-765-35,492 STATEN AVE OAKLAND 94610
10-765-36,492 STATEN AVE OAKLAND 94610
10-765-37,492 STATEN AVE OAKLAND 94610
10-765-26,492 STATEN AVE  801 OAKLAND 94610
10-765-27,492 STATEN AVE OAKLAND 94610
10-765-28,492 STATEN AVE OAKLAND 94610
10-765-29,492 STATEN AVE OAKLAND 94610
10-765-30,492 STATEN AVE OAKLAND 94610
10-765-31,492 STATEN AVE OAKLAND 94610
10-765-20,492 STATEN AVE OAKLAND 94610
10-765-21,492 STATEN AVE OAKLAND 94610
10-765-22,492 STATEN AVE OAKLAND 94610
10-765-23,492 STATEN AVE OAKLAND 94610
10-765-24,492 STATEN AVE OAKLAND 94610
10-765-25,492 STATEN AVE OAKLAND 94610
10-765-14,492 STATEN AVE OAKLAND 94610
10-765-15,492 STATEN AVE OAKLAND 94610
10-765-16,492 STATEN AVE OAKLAND 94610
10-765-17,492 STATEN AVE OAKLAND 94610
10-765-18,492 STATEN AVE OAKLAND 94610
10-765-19,492 STATEN AVE OAKLAND 94610
11-900-31-1,856 TRESTLE GLEN RD OAKLAND 94610
11-900-26-1,818 TRESTLE GLEN RD OAKLAND 94610
11-900-39-56,836 TRESTLE GLEN RD OAKLAND 94610
11-900-30-1,850 TRESTLE GLEN RD OAKLAND 94610
11-895-14,1000 SUNNYHILLS RD OAKLAND 94610
11-891-15,926 ROSEMOUNT RD OAKLAND 94610
11-885-20-2,677 LONGRIDGE RD OAKLAND 94610
11-883-45,676 LONGRIDGE RD OAKLAND 94610
12-974-6,460 W MACARTHUR BLVD OAKLAND 94609
12-927-1-3,412 MONTE VISTA AVE OAKLAND 94611
13-1176-13-2,1081 53RD ST OAKLAND 94608
13-1111-4,227 JOHN ST OAKLAND 94611
16-1414-7,6475 COLBY ST OAKLAND 94618
20-212-22,1717 16TH AVE OAKLAND 94606
20-177-1-5,1550 5TH AVE OAKLAND 94606
21-286-10,1200 E 21ST ST OAKLAND 94607
21-286-9,1218 E 21ST ST OAKLAND 94606
22-351-53,2651 22ND AVE OAKLAND 94606
22-334-16,2440 10TH AVE OAKLAND 94606
22-332-2,2429 13TH AVE OAKLAND 94606
22-324-19,2302 17TH AVE OAKLAND 94606
22-307-15,334 NEWTON AVE OAKLAND 94606
23-437-3-1,1186 TRESTLE GLEN RD OAKLAND 94610
23-436-20-1,851 TRESTLE GLEN RD OAKLAND 94610
23-430-25,614 HADDON RD OAKLAND 94610
23-405-16,863 CLEVELAND ST OAKLAND 94606
24-565-56,1255 TRESTLE GLEN RD OAKLAND 94610
24-565-57,1263 TRESTLE GLEN RD OAKLAND 94610
27-846-33-2,2708 SUNSET AVE OAKLAND 94601
3-71-15,619 15TH ST OAKLAND 94612
3-47-3-1,783 20TH ST OAKLAND 94612
3-41-9,1926 M L KING JR WAY OAKLAND 94612
36-2463-24-1,2600 BEST AVE OAKLAND 94619
37-2544-35,4690 TOMPKINS AVE OAKLAND 94619
37-2544-36,4690 TOMPKINS AVE OAKLAND 94619
37-2544-37,4690 TOMPKINS AVE OAKLAND 94619
37-2544-38,4690 TOMPKINS AVE OAKLAND 94619
37-2544-39,4690 TOMPKINS AVE OAKLAND 94619
37-2544-40,4690 TOMPKINS AVE OAKLAND 94619
37-2544-41,4690 TOMPKINS AVE OAKLAND 94619
37-2544-72,4690 TOMPKINS AVE OAKLAND 94619
37-2544-73,4690 TOMPKINS AVE OAKLAND 94619
37-2544-74,4690 TOMPKINS AVE OAKLAND 94619
37-2544-75,4690 TOMPKINS AVE OAKLAND 94619
37-2544-66,4690 TOMPKINS AVE OAKLAND 94619
37-2544-67,4690 TOMPKINS AVE OAKLAND 94619
37-2544-68,4690 TOMPKINS AVE OAKLAND 94619
37-2544-69,4690 TOMPKINS AVE OAKLAND 94619
37-2544-70,4690 TOMPKINS AVE OAKLAND 94619
37-2544-71,4690 TOMPKINS AVE OAKLAND 94619
37-2544-60,4690 TOMPKINS AVE OAKLAND 94619
37-2544-61,4690 TOMPKINS AVE OAKLAND 94619
37-2544-62,4690 TOMPKINS AVE OAKLAND 94619
37-2544-63,4690 TOMPKINS AVE OAKLAND 94619
37-2544-64,4690 TOMPKINS AVE OAKLAND 94619
37-2544-65,4690 TOMPKINS AVE OAKLAND 94619
37-2544-54,4690 TOMPKINS AVE OAKLAND 94619
37-2544-55,4690 TOMPKINS AVE OAKLAND 94619
37-2544-56,4690 TOMPKINS AVE OAKLAND 94619
37-2544-57,4690 TOMPKINS AVE OAKLAND 94619
37-2544-58,4690 TOMPKINS AVE OAKLAND 94619
37-2544-59,4690 TOMPKINS AVE OAKLAND 94619
37-2544-48,4690 TOMPKINS AVE OAKLAND 94619
37-2544-49,4690 TOMPKINS AVE OAKLAND 94619
37-2544-50,4690 TOMPKINS AVE OAKLAND 94619
37-2544-51,4690 TOMPKINS AVE OAKLAND 94619
37-2544-52,4690 TOMPKINS AVE OAKLAND 94619
37-2544-53,4690 TOMPKINS AVE OAKLAND 94619
37-2544-42,4690 TOMPKINS AVE OAKLAND 94619
37-2544-43,4690 TOMPKINS AVE OAKLAND 94619
37-2544-44,4690 TOMPKINS AVE OAKLAND 94619
37-2544-45,4690 TOMPKINS AVE OAKLAND 94619
37-2544-46,4690 TOMPKINS AVE OAKLAND 94619
37-2544-47,4690 TOMPKINS AVE OAKLAND 94619
37A-2702-7-9,3627 MAJESTIC AVE OAKLAND 94605
37A-2702-7-5,3635 MAJESTIC AVE OAKLAND 94605
38-3171-22,5738 PICARDY DR OAKLAND 94605
4-97-16,716 PERALTA ST OAKLAND 94607
4-63-4,1419 12TH ST OAKLAND 94607
4-39-4,1225 12TH ST OAKLAND 94607
4-33-32,1121 12TH ST OAKLAND 94607
4-105-25,319 HENRY ST OAKLAND 94607
4-103-26,326 HENRY ST OAKLAND 94607
48A-7124-10-2,6028 BROADWAY TER OAKLAND 94618
5-462-31,3130 UNION ST OAKLAND 94608
5-410-23,1902 MYRTLE ST OAKLAND 94607
5-410-19,918 18TH ST OAKLAND 94607
5-410-20,1824 MYRTLE ST OAKLAND 94607
5-385-14,1708 FILBERT ST OAKLAND 94607
5-384-19,1630 MYRTLE ST OAKLAND 94607
5-381-24,1506 LINDEN ST OAKLAND 94607
513-756-24,42232 MISSION BLVD FREMONT 94539
513-754-6,43223 CALLE DOLOROSA FREMONT 94539
513-754-5,43227 CALLE DOLOROSA FREMONT 94539
519-1760-7,48509 URSA DR FREMONT 94539
52-1569-16,2611 ASHBY AVE BERKELEY 94705
52-1568-1,2901 BENVENUE AVE BERKELEY 94705
525-645-141,40846 HIGH ST FREMONT 94538
53-1695-26,2811 BENVENUE AVE BERKELEY 94705
55-1890-3,2430 FULTON ST BERKELEY 94704
55-1890-2,2426 FULTON ST BERKELEY 94704
55-1861-6-1,61 PANORAMIC WAY BERKELEY 94704
55-1844-52,2603 HILLEGASS AVE BERKELEY 94704
55-1844-51,2601 HILLEGASS AVE BERKELEY 94704
55-1842-2,2524 DWIGHT WAY BERKELEY 94704
55-1839-3-3,2508 REGENT ST BERKELEY 94704
55-1830-14,2201 BLAKE ST BERKELEY 94704
55-1828-7,2237 CARLETON ST BERKELEY 94704
58-2247-2-1,2526 HAWTHORNE TER BERKELEY 94708
58-2245-12,1542 LA LOMA AVE BERKELEY 94708
58-2245-7-2,1512 LA LOMA AVE BERKELEY 94708
58-2244-2-4,2 GREENWOOD CMN BERKELEY 94708
58-2244-2-5,1 GREENWOOD CMN BERKELEY 94708
58-2244-2-13,4 GREENWOOD CMN BERKELEY 94708
58-2242-25-25, MAYBECK TWIN DR BERKELEY 94708
58-2242-43-24,1 MAYBECK TWIN DR BERKELEY 94708
58-2204-50,1780 HIGHLAND PL BERKELEY 94709
58-2204-51,1790 HIGHLAND PL BERKELEY 94709
58-2204-52,1790 HIGHLAND PL  A BERKELEY 94709
58-2204-49,1770 HIGHLAND PL BERKELEY 94709
58-2181-5,1730 SPRUCE ST BERKELEY 94709
59-2259-10,1536 OXFORD ST BERKELEY 94709
59-2257-10,1418 SPRUCE ST BERKELEY 94709
6-35-73,1782 8TH ST OAKLAND 94607
6-35-74,1782 8TH ST OAKLAND 94607
6-35-75,1782 8TH ST OAKLAND 94607
6-35-76,1782 8TH ST OAKLAND 94607
6-3-24,724 CAMPBELL ST OAKLAND 94607
6-23-6,1733 10TH ST OAKLAND 94607
6-11-41,1676 12TH ST OAKLAND 94607
60-2468-7-2,2501 ROSE WALK BERKELEY 94708
60-2462-9-1,1340 ARCH ST BERKELEY 94708
60-2455-38-4,1317 SHATTUCK AVE BERKELEY 94709
61-2603-19,1841 MARIN AVE BERKELEY 94707
61-2587-4,2118 MARIN AVE BERKELEY 94707
61-2578-41,883 ARLINGTON AVE BERKELEY 94707
62-2916-60-1,1984 SAN ANTONIO AVE BERKELEY 94707
64-4255-13,22 ROBLE RD BERKELEY 94705
64-4227-18,18 ALVARADO RD BERKELEY 94705
77-525-19-2,558 JOAQUIN AVE SAN LEANDRO 94577
77-512-19-1,857 ESTUDILLO AVE SAN LEANDRO 94577
8-726-1,1615 BROADWAY  3 OAKLAND 94612
8-728-1,1615 BROADWAY  5 OAKLAND 94612
8-736-1,1615 BROADWAY  14 OAKLAND 94612
8-737-1,1615 BROADWAY  15 OAKLAND 94612
8-730-1,1615 BROADWAY  7 OAKLAND 94612
8-731-1,1615 BROADWAY  8 OAKLAND 94612
8-732-1,1615 BROADWAY  9 OAKLAND 94612
8-733-1,1615 BROADWAY  10 OAKLAND 94612
8-734-1,1615 BROADWAY  11 OAKLAND 94612
8-735-1,1615 BROADWAY  12 OAKLAND 94612
8-647-25,611 22ND ST OAKLAND 94612
9-738-3,3417 M L KING JR WAY OAKLAND 94609
9-697-8,528 28TH ST OAKLAND 94609
96-210-9,341 KILKARE RD SUNOL 94586
